"Height","Age","Income","SAT"
69,67,44116.62,1017
65,43,13902,825
72,70,39108.42,1326
65,63,36532.94,1000
67,70,22134.28,896
72,76,27015.85,1250
69,36,29825.38,780
68,83,21853.02,1377
68,44,9140.33,1075
67,37,23132.91,1136
67,25,26380.21,1072
68,25,39336.55,711
70,30,28075.6,948
70,52,75898.56,988
75,89,9962.41,979
69,74,36171.17,1320
71,29,36650.33,1151
61,83,58015.3,1194
70,86,24414.05,904
65,40,22432.91,1095
68,29,10149.34,1065
69,38,32807.94,1258
67,82,29213.29,1071
80,31,64964.82,684
67,72,70447.41,936
68,19,29853.24,1223
66,77,45965.94,1359
67,68,74897.27,902
68,84,16915.8,1039
70,38,26909.67,1209
71,88,45441.65,741
70,56,36205.15,1549
69,43,39736.76,1127
71,44,20303.52,987
71,84,33227.04,1091
72,59,42837.04,983
68,37,26951.33,912
76,18,38709.98,946
68,73,61011.97,976
64,88,31151.5,1031
67,75,45365.24,816
72,20,15065.38,779
69,52,26672.93,1431
67,79,23834.51,910
67,45,97370.01,1275
74,70,46257.73,888
62,89,21674.74,770
62,64,9952.56,630
71,36,111261.22,811
67,21,64355.05,1269
70,47,26461.27,1193
66,73,2724.09,765
71,43,61855.42,1350
69,67,67239.1,737
75,75,38546.44,581
72,83,59801.07,1505
64,42,27552.2,828
68,38,84198.51,608
70,25,54531.36,987
66,19,21057.44,1056
66,67,32816.33,877
72,29,9384.04,1040
66,41,66074.82,1048
69,73,51648.67,912
70,50,26878.49,751
61,62,12572.06,824
71,86,41127.07,689
65,22,29198.62,768
65,84,73951.71,820
80,59,61196.19,743
64,79,29147.04,1588
66,29,33639.2,1030
74,68,33428.17,862
67,70,52080.5,1012
63,66,116910.6,1072
68,78,38814.55,994
73,41,31420.09,1034
69,52,11779.7,753
69,59,14323.69,969
71,66,111989.67,1103
74,60,29479.21,1046
66,26,15566.43,1244
70,41,90294.2,1029
64,70,89088.47,1300
68,80,20367.97,1350
71,74,55476.56,1239
73,70,37204.61,974
72,18,65191.8,875
71,46,28788.19,1284
70,82,17655.46,915
71,46,52394.61,1077
70,66,51488.73,792
66,52,19858.86,1370
68,34,30927,1463
68,89,28686.57,849
71,27,24466.75,855
66,39,51394.73,1144
76,79,44932.27,945
69,38,17251.93,670
70,78,29626.81,1428
64,79,48442.14,1091
72,59,38813.4,1529
73,37,18509.95,997
72,52,36362.83,1270
65,28,14516.43,1328
65,86,67220.65,402
67,72,104496.59,1142
70,67,63483.9,833
73,83,30913.14,920
62,36,112221.25,806
70,73,86666.58,530
76,45,41812.23,1030
70,23,9635.44,1165
64,39,41939.4,863
65,54,56254.68,1162
65,79,18250.98,972
70,63,30007.18,906
66,87,45947.02,1132
75,28,20538.64,1079
69,29,40929.88,749
63,63,66922.94,1485
64,82,28614.89,1063
71,83,47105.34,992
68,75,11210.89,1025
71,65,28880.65,782
67,67,5397.59,634
72,85,58423.11,1110
76,71,47218.88,847
71,18,38262.64,930
69,74,19821.21,993
70,23,27452.31,1122
71,24,39573.48,1254
68,72,27002.69,1323
73,25,22626.53,1048
68,88,18650.83,1081
65,58,31991.07,791
70,44,83012.55,935
67,46,43349.27,1316
74,58,37143.7,1274
74,56,51998.27,831
70,51,25907.8,1339
72,62,4839.32,981
73,55,131607.07,947
71,53,45634.62,1481
67,72,83898.37,843
69,44,14259.17,913
74,52,17328.25,1155
69,21,80368.58,1292
72,71,100698.37,1134
69,57,41904.76,866
73,61,26049.44,879
68,47,17498.4,1161
71,59,19264.49,1283
67,73,44382.89,1048
69,27,39604.07,1123
73,34,23792.82,710
79,22,18656.08,1052
66,19,40293.81,1059
74,43,50566.77,1207
70,33,11244.91,851
76,72,10735.46,936
70,68,2940.4,1387
72,65,41747.06,1155
66,87,28860.83,849
73,51,55529.05,1034
70,64,107334.38,480
62,65,10375.8,1166
68,78,45566.38,1109
70,72,21761.94,803
71,84,23949.78,1245
68,47,15112.07,945
71,87,50604.5,1382
71,46,34364.41,1206
76,51,30951.39,888
69,27,42085.05,1402
70,18,36151.91,993
66,26,82669.94,1271
64,68,21307.64,1314
66,58,42189.13,1062
69,26,10579.55,1547
75,76,38824.52,1469
66,25,29184.25,750
69,46,30869.4,722
66,35,29757.87,860
65,52,41741.74,889
67,36,3825.83,1124
67,76,83841.33,943
77,63,37856.74,828
64,70,12865.29,775
67,24,27131.32,1167
67,70,37041.61,820
71,55,36052.4,781
66,81,95191.31,782
68,27,25003.63,1600
75,82,42858.72,950
72,44,35431.87,1113
74,57,36701.3,1101
65,81,44907.08,1046
69,62,8441.83,1128
67,73,72089.9,903
68,48,46783.74,1118
65,41,10607.1,1416
67,55,66488.39,1163
65,40,48048.86,1044
69,52,114565.62,1214
69,37,22262.58,1081
71,87,10704.36,847
70,56,19952.6,1332
65,63,26122.01,572
71,53,38354.01,1416
67,86,52668.03,902
70,34,63228.31,925
71,18,57473.24,1100
74,87,11249.27,1230
72,76,13812.64,686
61,51,47319.61,1343
72,70,6776.18,1178
70,76,8865.9,717
64,21,16529.83,1079
71,32,25966.08,1352
65,62,54424.09,1230
63,63,89545.01,1349
70,88,124546.69,1169
70,47,17112.05,1014
72,56,147063.65,944
74,31,35174.29,1287
66,88,12414.07,1532
68,73,35434.16,890
68,56,35737.33,1031
73,46,59542.49,1170
71,52,35421.44,1086
65,67,35278.26,1006
70,58,22733.59,1148
72,68,27098.82,1252
68,25,52686.01,1194
72,87,101262.71,842
70,84,48529.16,701
65,88,31674.69,526
72,40,42191.58,1319
72,82,52717.23,1062
69,28,24213,1131
72,21,7247.84,643
66,80,69332.54,1241
74,48,39845.4,984
65,63,10133.22,1232
66,82,60029.23,1284
69,38,18550.14,1205
71,45,26938.31,1317
63,46,30869.92,1438
70,81,27815.76,1120
73,39,50406.71,1147
67,31,7999.2,1184
75,32,11468.71,777
62,57,16261.47,984
68,72,59431.06,1309
70,51,64814.49,1332
65,64,19181.97,1375
65,32,80588.62,1202
75,19,52091.62,968
76,87,24457.29,1255
66,60,27840.49,1170
69,74,62624.78,764
64,28,60594.15,1013
72,36,16739.14,1206
67,74,40295.42,927
67,55,21459.89,1000
72,82,18067.99,606
71,80,39342.26,1086
66,29,32185.86,828
71,45,22927.02,1057
70,19,42638.76,997
72,85,97055.53,1046
67,59,55005.56,985
63,65,50799.57,1070
65,63,50948.56,1407
68,52,48236.89,1311
72,61,76604.74,1351
61,43,17813.19,1164
72,51,55416.51,982
70,62,27106.86,1125
70,51,28556.24,1134
71,79,48450.67,539
69,61,9638.01,1158
74,58,39457.72,817
73,26,33005.08,1058
64,28,29963.43,849
71,71,15835.42,999
66,69,16162.23,1083
71,28,7917.84,1227
70,24,29028.48,914
71,41,38641.42,965
62,44,44239.51,1071
68,83,46449.1,1049
70,45,92741.56,1559
76,43,34001.09,1333
68,76,15321.21,892
68,67,68012.56,783
75,35,30086.83,1405
62,20,40469.07,946
71,87,46089.19,800
71,59,70695.23,954
69,65,8269.26,1165
70,65,12070.24,1064
68,68,26967.66,1329
74,43,24555.53,1162
68,77,26583.49,1001
76,36,119194.36,1152
66,45,20559.05,1233
66,43,78844.23,1104
68,27,29644.78,1065
65,20,36817.86,1126
66,41,24391.76,1141
70,47,28732.03,1061
64,24,30563.78,984
69,22,12192.58,1048
76,22,14989.39,636
72,61,40038.03,1245
74,67,165629.89,946
71,43,50906.57,1308
71,53,15219.42,755
70,50,33939.63,821
70,39,19363.53,977
67,81,22865.89,1228
73,40,42976.26,993
72,68,48602.84,1162
75,67,128825.75,1298
70,53,43997.96,947
62,88,14753.09,1148
76,37,77605.68,1146
75,20,13482.74,730
68,73,43625.96,834
65,33,34126.83,937
67,21,45821.61,866
68,64,16653.56,1128
68,75,78104.56,950
70,69,24422.17,1164
76,40,18459.19,1176
70,29,17956.69,1164
76,85,14883.09,1128
65,39,45901.69,1277
72,73,92479.02,863
74,86,119686.24,1183
64,82,70398.79,1014
73,61,25823.05,910
64,74,13613.17,1430
68,20,50673.12,1394
71,21,33953,1175
71,52,21723.14,758
67,69,8004.87,1105
78,19,16084.56,727
70,23,18914.28,1323
64,63,51905.12,1158
66,20,23723.78,1204
69,35,8867.58,1104
62,61,113822.81,1059
73,35,8916.11,759
78,50,49408.88,618
66,25,28022.69,1119
73,81,9383.59,925
68,62,58599.28,1079
70,69,22665.63,1059
72,88,24730.49,1249
72,77,137242.37,733
66,75,89279.73,840
77,35,60199.48,1015
72,54,2777.97,1152
73,77,53606.59,1079
69,64,44346.33,1084
66,61,33064.07,1398
69,25,23362.03,1137
65,71,10570.23,1105
70,71,28712.85,538
70,54,8956.49,1439
68,46,20484.12,968
65,57,42996.57,1068
64,28,6611.08,1405
75,76,79605.98,995
71,61,15733.13,846
73,31,54114.1,938
72,59,128349.18,1165
63,65,90412.29,1134
65,72,96958.94,1418
74,84,24407.07,1051
66,25,43588.72,1279
80,59,74964.66,801
76,40,56211.88,1412
78,82,28210.55,1254
61,85,78315.46,1025
64,82,25525.32,1433
68,73,27432.1,1206
69,88,5848.38,929
69,20,86399.78,1173
67,51,21851.27,1168
57,61,42379.66,1164
70,31,12111.42,773
71,67,25558.31,974
68,36,44856.3,826
70,52,20630.73,882
66,57,18702.81,1015
63,37,75075.47,1198
66,69,7877.29,800
73,81,109819.27,1218
69,60,20654.95,1121
67,22,58052.29,846
73,81,17977.19,994
70,51,24858.55,1285
68,51,15950.54,1283
73,48,12427.46,942
71,24,24203.39,1155
64,33,66552.02,400
64,45,11299.73,1334
78,50,57984.08,1134
74,89,27449.18,1051
67,86,80884.81,1043
71,55,25424.94,1061
67,28,89273.6,1252
73,40,76218.02,1011
75,82,40205.09,1123
63,47,20994.79,1600
64,75,17571.56,1345
67,48,121839.28,1031
68,46,41921.88,1582
62,79,22782.06,1037
71,78,17120.51,681
69,65,41277.07,1086
64,23,15381.24,1194
63,47,28507.33,986
65,29,53281.69,1019
71,79,72525.82,712
66,81,49462.57,1214
68,27,19898.17,1392
69,39,41579.54,901
69,39,65602.52,832
67,47,38067.07,988
68,68,143974.72,1046
68,42,46509.63,1418
70,83,55946.59,971
66,75,98082.85,668
71,26,12082.49,550
71,79,65327.14,788
70,88,45411.67,880
68,27,20501.66,902
78,18,53588.55,1600
71,42,14701.26,834
68,85,27846.08,845
66,61,69777.75,961
65,65,25044.65,1282
62,51,30733.22,1349
69,30,89116.74,926
68,36,6280.73,1181
65,87,36626.3,1190
69,86,7014.11,1169
64,59,65763.78,1163
65,31,73360.93,966
67,50,42947.45,1492
74,89,36875.57,1422
64,59,53633.24,788
70,61,22144.87,1158
64,44,12131.43,921
72,32,57177.61,1266
64,34,56997.5,1202
65,52,12214.04,1374
69,76,22101.53,1082
75,41,47493.16,1049
72,21,38335.19,1402
70,21,143523.86,1088
77,33,42994.9,1046
65,49,43169.34,711
64,40,17525.53,611
66,76,20919.81,653
66,73,80577.13,919
69,87,35169.61,1043
72,45,19943.63,976
67,41,19623.16,971
71,35,53005.95,1407
68,76,38095.91,1016
79,47,23423.14,763
71,45,17701.75,1048
67,37,26512.22,1171
63,49,6596.77,1242
69,53,34540.39,837
69,43,42510.83,958
72,45,7767.05,1156
69,76,14076.34,1011
73,73,10862.7,881
64,43,45824.73,888
65,40,66112.24,775
69,26,17298.88,1294
64,36,31149.97,1017
71,56,21379.67,1248
68,87,13399.45,801
67,69,27209.7,889
70,36,45564.74,1281
73,29,101234.38,1191
66,65,20396.22,1081
71,48,22672.75,1162
75,27,76270.17,982
71,47,61336.09,1128
67,69,11866.46,1181
70,25,38327.78,977
75,88,15370.55,1083
71,24,59372.16,1111
70,29,23390.82,819
71,34,72547.67,1248
65,55,57629.38,1120
69,89,1390.34,961
67,59,54903.3,656
69,55,8358.98,1029
75,23,11657.55,742
71,81,73666.57,1208
67,62,32159.05,640
71,38,19489.45,828
72,46,51622.22,487
67,44,25489.29,1473
71,29,25969.47,1283
61,62,3376.57,711
69,49,15435.26,1020
67,39,10336.54,1218
66,55,28400.72,1038
68,64,65260.95,1169
68,84,11588.93,714
64,21,77417.38,1158
72,53,37654.43,864
70,63,21906.79,1086
64,74,32590.63,882
68,50,16828.98,1095
71,68,63993.63,1027
70,35,30554.75,955
64,34,34094.53,1091
69,52,61202.18,1253
73,70,8151.16,1217
66,60,27150.67,1192
69,57,39867.1,1179
65,88,13201.69,1058
66,36,38735.46,1359
66,65,58109.73,1089
70,67,8902.58,618
73,26,27622.37,1060
68,46,48468.02,1039
67,27,7921.89,1125
68,63,114340.34,600
75,62,21302.34,1431
63,68,15432.54,1027
70,45,29530.55,1318
74,66,41773.79,1150
69,21,78826.95,889
65,35,59318.06,1284
63,43,10580.8,917
77,81,55670.71,978
74,25,19835.64,1300
71,83,19366.32,1306
81,24,13896.23,1334
69,87,53130.26,1196
70,29,38676.28,1127
70,26,55227.22,1538
75,58,35776.35,831
71,73,49433.54,927
68,32,8011.54,1168
69,26,51383.77,1239
66,45,89133.21,1091
68,45,14972.32,1016
68,34,40076.6,1042
74,19,23727.25,1046
74,44,25702.61,896
71,34,18475.71,1140
65,83,9543.26,829
73,74,45876.33,1267
71,37,32714.91,1094
73,78,17660.77,929
67,42,11706.1,846
65,31,20676.01,789
67,61,9778.07,1036
71,80,31800.42,1110
66,45,17092.76,1452
71,24,30622.58,801
66,63,43054.28,1241
69,76,51767.44,1476
65,48,3822.91,1157
65,70,36309.03,968
72,50,21945.96,948
67,31,69305.86,1071
68,66,11242.05,1136
70,56,14330.61,1246
66,82,45637.99,891
61,21,10713.76,880
68,54,28191.96,1203
70,54,58791.92,1051
70,56,3622.03,1171
69,32,27187.05,921
71,81,14804.49,756
74,44,14870.08,988
70,21,40557.22,1059
68,56,30682,1085
67,87,23270.04,960
68,61,42463.97,784
72,62,29665.69,1143
74,51,52495.66,1253
71,19,551.54,1050
68,77,3228.04,1084
74,40,54053.88,1142
69,50,40248.99,924
70,66,6037.85,1185
68,51,46664.24,848
68,60,15430.74,1120
70,88,19680.91,1321
74,88,65328.42,870
65,37,25527.67,846
66,34,15578.71,1162
68,68,20012.94,1452
70,41,58972.1,793
64,35,25529.45,913
69,27,23972.67,671
66,87,46230.79,566
70,33,47096.19,1128
78,19,52191.42,1245
71,47,10404.23,1271
64,18,11932.85,1051
70,30,41727.83,942
70,50,39653.35,830
69,58,50104.21,1184
63,44,5220.31,1195
61,75,8940.14,896
69,81,32006.51,945
66,31,50241.8,940
68,81,102089.45,818
65,55,54184.62,949
73,25,15305.29,1121
65,59,10958.58,1329
71,33,72579.86,1600
74,71,66291.56,1097
70,87,18510.85,1019
71,63,164003.96,980
69,63,30860.76,1134
71,66,37189.51,1201
67,20,69966.8,1343
74,27,17356.37,869
69,79,82557.22,1555
70,76,33826.34,1084
68,67,15454.01,693
66,52,46826.1,1202
68,83,15585.46,806
75,18,18714.04,713
68,60,49123.27,1118
76,48,27154.25,1357
62,71,62219.34,668
63,60,25496,917
69,78,29834.93,539
71,32,1238.6,1008
65,60,8795.5,1390
65,18,41636.26,803
68,21,46214.26,795
73,59,15415.44,1181
69,61,15021.71,895
64,56,41180.73,1426
69,34,38548.43,1104
69,67,20802.55,681
68,23,52152.08,1070
71,85,22823.72,795
73,51,33942.8,816
65,80,10909.44,976
66,22,38418.73,967
74,31,56710.37,1502
67,84,35127.29,1163
69,50,53525.51,1113
68,46,43496.56,1040
75,52,53478.44,858
67,55,11734.83,1149
70,18,35846.71,1546
68,19,18691.77,880
67,82,21093.68,1273
73,25,8878.65,862
67,84,52587.7,935
75,53,13299.35,1328
65,88,17238.76,876
69,83,37092.43,751
63,86,22290.58,794
66,63,63495.32,914
73,26,65086.69,1079
70,35,11271.58,1043
75,27,54005.85,626
71,18,36495.8,900
69,64,75799.99,1393
68,25,29736.05,749
71,59,31441.18,1388
66,64,37607.25,762
62,23,24935.48,885
67,34,42191.4,967
71,72,1712.19,962
69,41,7962.16,1174
74,51,44338.71,1308
67,19,15518.79,1069
71,81,59905.09,1039
68,75,16751.71,1081
72,35,99787.38,1179
75,46,64328.96,854
68,59,8995.23,862
66,77,28955.64,1185
68,69,76118.49,714
70,56,15849.11,1347
70,79,2982.44,990
67,64,17880.03,1197
66,43,41771.22,1214
74,48,31971.16,992
68,69,11811.47,1180
69,44,20597.01,891
68,87,40318.64,1092
71,78,16625.38,1215
69,67,97046.21,649
63,25,16259.04,1294
69,25,30567.22,1348
67,71,67698.17,1109
69,80,16501.01,945
70,37,25050.28,1115
72,49,5913.55,949
65,25,11186.54,1225
72,32,18952.68,635
71,82,35331.22,1114
76,46,9506.8,1291
72,62,8342.67,1033
69,53,31759.25,870
72,25,71646.86,1337
73,73,58579.97,1022
67,77,34341.44,775
64,62,16836.43,1136
66,37,51277.43,1025
70,24,14376.1,1284
72,28,32597.84,850
72,62,61636.57,1309
67,70,86586.81,1205
67,85,31950.75,956
65,46,53936.29,870
73,49,53082.49,1149
64,25,61158.41,1301
70,62,36935.35,1600
74,68,31715.52,936
65,65,18920.1,1275
70,78,90695.88,1047
75,78,55668.85,1349
73,85,25811.21,1009
66,59,65310.61,1164
65,68,60061.76,1259
77,50,72393.64,883
67,84,31915.04,1369
73,45,17507.98,1022
77,54,20121.29,879
67,60,9305.25,602
66,37,12748.12,795
64,43,59401.37,1278
76,47,25224.52,1471
68,89,17983.26,782
66,20,77099.49,1485
71,47,66571.45,1041
66,19,20370.64,1088
75,40,21128.69,1053
66,37,4989.66,1257
67,19,18499.85,1132
67,85,33732.33,935
64,57,49998.92,983
69,31,69124.95,994
70,82,18601.92,1418
71,69,42949.38,1031
65,43,25971.37,1073
65,55,13154.13,1026
67,57,60540.57,875
63,35,10632.43,902
68,37,55220.14,1433
72,50,64102.23,1174
73,76,26665.57,838
67,53,46718.84,750
76,44,4008.43,1053
72,52,88231.6,1437
68,71,27045.52,1188
68,80,34729.27,971
66,41,2072.81,919
70,57,31268.2,934
68,25,27567.19,748
71,22,22794.97,1015
70,21,45609.35,667
76,80,44780.16,1060
74,82,24029.83,717
70,65,139011.65,897
68,51,54043.32,1058
69,63,30209.15,910
71,47,24900.54,1003
67,51,26278.18,1280
71,59,15957.14,1402
68,89,14741.17,746
68,19,43651.16,1006
70,39,48232.24,935
71,50,30901.29,1086
68,89,37218.96,1005
71,75,37745.09,1465
67,54,51527.27,1093
71,76,39809.49,809
71,57,72523.88,1115
71,41,25215.73,757
67,52,47517.02,1070
70,24,73092,1100
66,76,5100.22,1063
64,36,20210.71,452
70,42,46817.91,1114
69,75,30360.33,1312
72,46,6964.86,815
69,55,43531.97,1228
66,20,12527.45,761
66,59,71679.9,839
73,70,26873.39,801
65,52,58353.77,1231
69,89,34503.76,1038
65,84,35956.72,1056
70,36,6196.88,698
65,29,44526.75,879
69,30,69601.15,1480
70,73,7755.81,969
68,40,19191.23,958
72,74,49455.66,785
73,86,12779.6,1357
71,89,70430.57,1222
73,65,19203.45,971
72,68,13121.61,1331
67,26,62270.45,1045
75,45,19303.71,944
62,78,61716.41,733
72,65,107514.93,1060
69,29,79046.36,1394
75,72,89320.59,1270
66,51,4537.79,952
65,49,12103.3,1177
69,37,3400.29,1261
70,32,78335.17,1021
70,34,33727.41,824
70,63,65673.85,1393
66,76,39340.58,979
68,65,50950.55,998
63,19,67523.45,752
71,62,63124.92,1066
62,59,119348.16,479
74,37,31815.57,1044
75,19,35942.29,797
71,21,102288.75,1001
71,38,31843.49,1164
71,76,51232.29,903
64,80,7413.37,901
68,65,14066.96,688
74,89,48936.66,986
76,18,19737.21,1315
67,55,42677.35,945
68,24,53784.66,1153
71,87,17383.4,1420
63,30,41340.3,1111
72,34,16693.55,1048
71,38,20431.54,920
65,26,26906.91,1272
66,48,80371.62,883
70,66,51806.87,921
65,79,15059.53,1170
70,78,16030.86,1003
72,39,40645.13,1077
69,21,17090.95,897
64,58,7211.14,1250
69,39,7277.26,1049
70,74,69883.98,400
67,29,39084.71,1248
66,44,60521.22,1105
66,77,8676.23,891
67,81,79117.28,1600
70,67,36879.43,1336
72,67,24439.12,921
72,50,46704.04,647
72,77,19187.91,1020
69,31,41961.02,921
73,53,42762.27,1035
76,62,31923.68,695
66,31,33647.47,987
71,50,47278.21,1415
70,18,30641.87,1111
64,52,47642.36,1092
69,69,21150.85,1170
74,61,59823.26,1075
67,38,61827.08,1201
69,80,26178.95,906
65,48,5422.97,767
69,60,6212.78,1077
70,45,61261.91,839
68,24,48430.72,1180
64,70,5412.06,1040
66,59,42157.33,1064
65,57,37452.09,805
63,48,14617.78,942
59,85,8035.97,1006
68,57,6833.39,1043
75,78,45973.55,864
69,44,35762.01,912
74,41,32445.08,1018
72,47,54545.47,1121
73,34,29347.97,1038
66,36,37282.22,1531
67,32,69687.3,922
68,78,32148.2,1070
66,45,21530.47,1269
67,85,9354.42,1083
63,43,46599.83,908
73,46,4661.21,888
69,75,60635.86,1533
70,64,8134.26,1086
63,74,27446.16,1163
71,52,3956.67,1226
74,24,15959.34,1033
75,26,43973.81,1158
68,66,45607.8,1182
73,23,13230.92,931
72,41,95050.92,1381
62,27,29321.7,744
68,84,17921.33,1060
76,30,34427.24,1040
62,88,43461.99,1259
77,64,9289.57,1222
65,69,28433.98,1316
65,87,1073.64,1097
72,18,93141.19,1086
67,26,75841.59,1356
70,42,24887.16,1377
68,89,1472.29,1285
63,69,51222.63,1163
69,32,77469.19,1194
71,73,51109,851
75,25,79446.18,913
66,40,33522.16,769
73,29,44390.97,1179
76,67,118143.35,1130
65,37,22816.05,1104
66,45,95554.39,1092
72,80,42447.69,998
66,28,11189.04,902
71,28,67962.43,1146
74,34,21128.61,1150
61,60,42290.7,989
74,21,21920.8,970
71,89,30731.47,1235
66,67,37256.82,1014
67,52,11206.85,962
70,56,74306.91,1214
77,59,123327.85,1241
75,57,55957.2,1115
63,67,34855.13,1150
74,79,39843.22,940
63,41,10842.15,1048
66,47,14432.23,1007
67,73,64856.04,1060
69,65,52115.76,983
68,28,33083.81,1087
67,58,52078.14,1236
68,75,4872.93,943
65,25,49185.89,1077
73,56,42270.68,1212
68,37,15664.53,1600
72,69,62630.21,802
59,84,22784.59,597
73,67,54395.91,1054
69,37,7600.5,1288
69,59,46684.61,1461
70,35,39265.49,1007
66,32,7668.09,1012
68,56,77660.39,897
73,25,18602.02,1017
77,38,81506.14,650
75,86,63803.66,874
74,32,45614.15,889
74,40,30180.76,906
65,26,10485.49,1142
71,79,22756.76,1122
69,44,62446.49,1197
63,21,24491.13,1158
77,31,12417.08,1038
65,67,97710.1,1030
72,44,55078.22,990
69,73,27844.65,1038
68,75,54794.53,1159
72,32,17772.11,895
64,35,23430.05,979
68,59,16749.83,1203
67,57,69621.44,1170
64,66,127260.98,943
67,83,22607.78,1051
69,23,10684.25,678
69,54,25177.69,1408
72,31,16949.73,1145
66,41,38095.97,1275
67,18,46887.73,1269
66,46,34171.85,1007
72,83,24124.8,904
69,64,17805.51,1012
69,78,20389.12,734
64,64,31326.56,668
71,43,36254.56,1147
63,88,60953.24,954
75,66,50213.05,1111
67,69,25868.16,1003
72,21,19380.65,1130
68,22,17112.85,1249
70,60,13086.95,1235
68,31,14665.38,1008
72,69,29030.1,853
72,65,54478.51,1266
69,40,7729.96,1181
68,67,41508.68,916
63,56,45270.49,1139
63,35,7413.07,1021
63,58,25789.35,1354
65,73,12511.7,1155
69,37,15027.49,697
72,76,46952.67,1098
66,88,9986.72,991
65,30,23341.27,1023
65,18,31331.27,674
61,40,23254.99,1128
64,62,47853.3,1074
60,19,15386.42,761
73,49,27045.37,1176
75,75,28457.68,1179
68,77,47827.26,1041
70,24,13264.46,1088
68,39,43165.96,1094
68,35,69221.07,984
73,43,57261.26,1330
72,82,21521.77,811
75,65,49620.29,1232
60,75,46865.5,937
67,20,61300.79,1222
72,74,36754.89,1469
68,56,28839.6,796
77,55,34198.24,1092
78,65,29997.2,1392
73,37,5117.12,1440
66,72,3658.66,1033
70,60,1719.44,1364
73,20,41870.91,789
69,72,76538.7,1113
71,55,79046.91,1099
68,57,12016.87,1072
67,39,23332.33,864
64,49,75958.38,1269
68,24,12778.34,1265
70,82,67203.22,1124
67,57,43938.06,830
70,60,31134.97,1034
65,54,20986.98,1064
66,68,17068.37,1154
66,40,16826.4,1391
73,48,65990.84,948
72,72,17570,1157
62,55,13674.77,1243
68,76,2223.59,1047
69,28,26297.62,1061
73,55,43936.04,761
68,56,36078.97,1150
66,61,19703.81,1044
63,77,79742.39,682
76,83,33611.26,1003
69,87,25699.61,815
72,27,19775.52,927
69,70,45293.72,975
72,56,57949.19,952
71,36,89889.56,1233
63,84,43237.66,1046
71,37,29014.77,1149
72,61,27205.69,982
73,62,10778.73,1042
69,54,36926.13,974
66,73,87834.21,1049
65,74,106242.42,1138
65,73,13781.12,1130
67,30,18908.61,1316
63,77,18061.68,1065
69,21,49532.98,1310
75,36,51506.49,1209
70,67,13559.46,934
72,34,103818.18,1105
67,74,64661.05,1179
68,71,28079.06,1173
66,82,28456.8,1026
73,59,50190.45,1094
63,32,76485.34,1071
68,81,21461.41,792
68,32,108057.93,836
67,28,39879.06,1150
68,78,72826.72,897
60,42,21020.27,1378
63,66,40472.57,1130
67,32,45677.6,953
68,73,16689.34,1184
70,70,54966.6,1237
74,29,6162.47,720
72,58,4156.55,1323
70,50,7133.49,1048
65,51,17012.72,1073
72,66,73358.08,1149
71,76,6350.43,1168
66,19,15837.94,922
69,23,52463.87,1202
71,49,42869.5,1280
71,58,53678.12,509
72,43,8403.41,1173
65,33,73645.71,1123
66,27,30682.48,1019
70,80,62685.75,1323
75,77,19771.98,1111
70,69,80800.51,1271
71,26,4677.72,1573
72,36,57780.13,1127
71,80,19778.54,1014
62,53,4917.69,1151
72,62,53974.2,672
67,76,35626.03,939
72,48,18187.21,933
72,40,24671.32,1135
69,19,59301.46,1256
67,46,49895.25,1068
66,70,14716.35,687
65,29,14474.09,966
66,88,34793.37,985
68,23,5715.85,730
64,59,37649.47,1039
71,71,89811.53,1088
69,18,24176.44,757
67,54,30853.05,1219
67,28,41971.63,951
77,71,23197.83,932
64,77,22523.14,708
66,42,24266.57,1210
72,47,21006.13,986
68,83,19470.61,1496
62,85,54467.85,581
73,27,17848.52,1184
74,54,14075.52,1404
70,66,25803.09,778
60,71,34246.84,1430
61,30,90691.14,1109
76,70,42953.66,1332
75,21,70361.12,1091
67,74,52203.8,954
71,47,41387.3,1029
70,57,106664.6,994
70,46,22624.5,1311
70,50,43753.69,990
63,41,86508.12,912
66,59,113181.76,1162
69,56,112103.44,902
71,83,38363.76,1136
73,89,13332.5,808
73,67,22467.58,795
72,84,29073.53,1420
69,69,14829.2,1200
71,75,35851.86,839
64,43,9176.13,734
65,42,45318.55,729
72,67,70772.56,1122
69,62,14560.93,1159
70,36,27190.42,897
71,40,15465.18,982
71,66,10726.57,1236
74,56,50482.58,504
72,81,13558.13,776
73,23,34783.93,1522
64,42,116219.5,865
66,37,42049.82,927
75,30,16937.34,1168
70,43,55187.32,1196
75,32,12649.2,1385
67,34,23492.7,1076
74,31,56508.3,863
67,78,10388.66,1038
69,67,37376.84,1210
70,22,20818.69,1123
72,80,105497.55,1336
72,78,7926.8,991
75,80,30479.35,1110
64,24,27694.11,1232
76,31,28180.52,796
66,44,11796.71,1168
68,46,60985.18,1132
63,25,36469.22,920
72,50,41934.37,1149
67,27,6019.86,1251
70,42,2131.13,852
67,42,6402.16,827
72,23,54898.11,1062
70,87,8254.55,1145
68,51,26045.86,966
63,68,7456.35,1172
71,29,6902.13,940
61,75,82745.61,884
70,58,26931.8,1262
79,85,35277.47,1103
71,63,60285.4,923
67,62,23460.03,728
66,38,5117.84,891
73,85,66785.04,1468
68,64,19252.3,1264
70,24,30569.96,865
67,35,76024.2,1342
72,48,43507.39,805
67,43,51225.27,557
67,50,33702.38,987
67,64,21994.83,1119
73,18,38314.12,1215
